sp500,DGS10
0.0067508025,-0.02
0.0021314768,0.02
-0.004918242,0.03
0.0026759454,0.07
-0.00031226574,-0.02
0.0024757092,0.0
0.004465888,-0.01
0.007915204,-0.05
-0.012375533,-0.06
0.0042438153,-0.02
0.011163224,-0.02
-0.0018016192,-0.07
-0.0025144608,0.0
-0.0049498295,0.02
-0.0040156995,0.07
-0.0006010586,0.0
-0.014077954,-0.04
1.2076722e-05,0.07
-0.0077645336,0.01
-0.007049999,-0.01
-0.019733015,-0.05
0.0024287226,0.01
-0.0020610502,-0.04
-0.00022326832,0.01
0.003062625,-0.0
-0.017170815,-0.05
-0.010444943,0.0
-0.02239724,0.01
0.007392341,0.04
0.02259698,0.0
0.00948944,-0.16
-0.014919916,0.05
-0.014507038,-0.02
-0.012638748,-0.03
-0.011831057,-0.07
-0.00065135513,-0.05
0.018937834,0.09
0.016946876,0.03
-4.8172602e-05,-0.01
-0.00404671,0.0
-0.0034035079,0.01
-0.010444709,0.0
-0.012290023,-0.09
-0.007125058,0.01
-0.033351786,0.04
0.038471214,0.0
0.016402796,-0.03
0.008003969,-0.04
-0.0055949474,0.02
0.004058717,-0.08
-0.001751827,0.12
-0.014356236,0.01
0.0077634207,0.0
0.0058495817,-0.02
-0.0057176617,-0.05
-0.010962607,0.0
-0.007545725,-0.02
-0.0037785538,-0.01
-0.0098671,-0.04
0.012837914,-0.04
6.304853e-05,0.05
-0.034932554,-0.02
0.011792698,0.02
-0.002184621,0.09
-0.0046884944,0.06
0.007110785,-0.03
0.004488653,-0.03
0.010761594,-0.22
0.0069534755,-0.07
-0.0064622806,0.15
-0.002266472,0.04
0.0052088313,0.01
-0.00011150152,-0.0
-0.0041212295,-0.03
-0.016353663,-0.03
-0.034020457,-0.17
0.010055994,0.01
0.01436956,0.07
0.023227632,0.04
0.0016299551,-0.06
0.008947093,0.09
0.027032593,-0.04
0.010016876,-0.03
0.006309064,0.03
-0.0025671583,0.04
-0.011526147,0.15
0.008298296,-0.18
-0.018315537,0.19
-0.008052805,-0.0
-0.0056009884,0.06
0.004088135,0.02
0.0048703193,-0.0
0.0031659855,-0.14
-0.0036760394,-0.1
-0.007844908,-0.3
0.017698076,-0.09
0.011533814,-0.27
0.0034303104,-0.02
0.022808135,-0.06
-0.0031147934,-0.01
0.0033457952,-0.16
-0.002113238,-0.05
-0.00922277,-0.12
-0.0023584575,0.05
0.0017853932,-0.12
-0.0030812477,0.07
-0.020705204,0.05
0.006560541,0.11
0.020380616,0.02
-0.0007449415,-0.02
0.010981842,0.01
0.0035327072,0.03
-0.020162072,0.13
-0.0127172675,-0.05
-0.0067261476,0.32
-0.009167943,-0.0
0.0067548514,0.28
0.0025021534,0.02
-0.00019319975,0.06
-0.013578417,0.02
-0.008347605,-0.09
-0.0046534683,-0.11
0.0126079265,-0.03
-0.008055263,0.29
0.0045351465,0.0
-0.010487822,0.12
-0.0015046757,-0.05
-0.007153367,-0.1
0.027219238,-0.01
-0.024792299,-0.12
-0.019253504,0.05
0.012055099,0.18
0.022585563,-0.04
0.012260573,-0.03
-0.002656028,-0.04
-0.00579612,0.02
0.0038151732,-0.29
-0.011113627,0.06
-0.010852193,-0.0
-0.0037886144,-0.01
0.012139925,-0.16
0.016002316,0.04
-0.0030961172,0.0
-0.004831741,0.06
0.0021899515,-0.05
0.006370596,0.01
-0.011060146,-0.14
0.027086344,-0.05
